Contig	GeneID	Start	End	Annotation
Contig_2	PSPPH_0274	316994	315477	Sulfate transporter family protein 
Contig_2	PSPPH_0275	317779	317114	Carbonic anhydrase 
Contig_2	PSPPH_0276	319118	318060	Radical SAM domain protein 
Contig_2	PSPPH_0277	319910	319242	Enhancing lycopene biosynthesis protein 2 
Contig_2	PSPPH_0278	320780	320118	DedA family protein 
Contig_2	PSPPH_0279	321012	322022	Delta-aminolevulinic acid dehydratase 
Contig_2	PSPPH_0280	322039	324249	Polyphosphate kinase 
Contig_2	PSPPH_0281	325738	324236	Exopolyphosphatase 
Contig_2	PSPPH_0282	326878	326114	Amino acid ABC transporter, ATP-binding protein 
Contig_2	PSPPH_0283	327512	326865	Amino acid ABC transporter, permease protein 
Contig_2	PSPPH_0284	328177	327512	Amino acid ABC transporter, permease protein 
Contig_2	PSPPH_0285	329169	328207	Amino acid ABC transporter, periplasmic amino acid-binding protein 
Contig_2	PSPPH_0286	329239	329946	Transcriptional regulator, GntR family 
Contig_2	PSPPH_0287	330068	330397	Thioredoxin 
Contig_2	PSPPH_0288	330629	331888	Transcription termination factor Rho 
Contig_2	PSPPH_0289	332017	333483	3-octaprenyl-4-hydroxybenzoate carboxy-lyase 
Contig_2	PSPPH_0290	333483	334451	Oxidoreductase, iron-sulfur-binding 
Contig_2	PSPPH_0291	334660	335328	Cation transport protein chaC 
Contig_2	PSPPH_0292	336690	335341	Glycerol-3-phosphate transporter 
Contig_2	PSPPH_0293	336965	337630	TonB domain protein 
Contig_2	PSPPH_0294	337627	338262	Uncharacterized protein 
Contig_2	PSPPH_0295	339097	338360	Uncharacterized protein 
Contig_2	PSPPH_0296	339417	339145	Colicin/pyocin immunity family protein 
Contig_2	PSPPH_0298	342575	341598	Quinone oxidoreductase 
Contig_2	PSPPH_0299	342706	343113	Flagellar protein FliL, putative 
Contig_2	PSPPH_0300	343569	343120	Uncharacterized protein 
Contig_2	PSPPH_0301	343763	343915	Uncharacterized protein (Fragment) 
Contig_2	PSPPH_0302	344572	343961	5-formyltetrahydrofolate cyclo-ligase family protein 
Contig_2	PSPPH_0303	345205	344876	Cell division protein ZapA 
Contig_2	PSPPH_0304	345411	345202	Uncharacterized protein 
Contig_2	PSPPH_0305	345562	346116	UPF0149 protein PLA107_17117 
Contig_2	PSPPH_0306	346192	347526	Xaa-Pro aminopeptidase 
Contig_2	PSPPH_0307	347523	348710	2-polyprenyl-6-methoxyphenol 4-hydroxylase 
Contig_2	PSPPH_0308	348762	350000	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase 
Contig_2	PSPPH_0310	351768	353078	MFS transporter, phthalate permease family 
Contig_2	PSPPH_0311	353293	353874	Uncharacterized protein 
Contig_2	PSPPH_0312	353955	354905	Sigma-54-binding protein 
Contig_2	PSPPH_0313	355076	355858	Lipoprotein, NLPA family 
Contig_2	PSPPH_0314	357283	356024	Lipoprotein, putative 
Contig_2	PSPPH_0315	357400	358626	Membrane protein, putative 
Contig_2	PSPPH_0316	359364	358747	Uncharacterized protein 
Contig_2	PSPPH_0317	360072	359419	Uncharacterized protein 
Contig_2	PSPPH_0318	361411	360047	Uncharacterized protein 
Contig_2	PSPPH_0319	364670	361572	Autotransporter 
Contig_2	PSPPH_0320	364889	365785	Dioxygenase, TauD/TfdA family 
Contig_2	PSPPH_0321	365802	366683	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_0322	366775	367641	ABC transporter, permease protein 
Contig_2	PSPPH_0323	367680	368699	ABC transporter, periplasmic substrate-binding protein 
Contig_2	PSPPH_0324	369195	369410	Uncharacterized protein 
Contig_2	PSPPH_0325	369521	370471	Conserved domain protein 
Contig_2	PSPPH_0326	370542	371576	YD repeat protein 
Contig_2	PSPPH_0327	371787	372905	Efflux transporter, RND family, MFP subunit 
Contig_2	PSPPH_0328	372902	373990	Efflux transporter, RND family, MFP subunit 
Contig_2	PSPPH_0329	373987	377088	RND efflux transporter, hydrophobe/amphiphile efflux-1 (HAE1) family 
Contig_2	PSPPH_0330	377629	377141	Uncharacterized protein 
Contig_2	PSPPH_0331	378386	377760	Ubiquinone/menaquinone biosynthesis methyltransferase ubie 
Contig_2	PSPPH_0332	379087	378443	D-methionine ABC transporter, permease protein 
Contig_2	PSPPH_0333	380207	379077	Methionine import ATP-binding protein MetN 
Contig_2	PSPPH_0334	380992	380204	D-methionine-binding lipoprotein MetQ 
Contig_2	PSPPH_0335	382606	381248	Monooxygenase, NtaA/SnaA/SoxA family 
Contig_2	PSPPH_0336	383811	382606	Acyl-CoA dehydrogenase family protein 
Contig_2	PSPPH_0337	385159	383837	Acyl-CoA dehydrogenase family protein 
Contig_2	PSPPH_0338	386272	385544	Uncharacterized protein 
Contig_2	PSPPH_0339	386927	388186	ISPsy18, transposase 
Contig_2	PSPPH_0340	388972	388007	Amino acid ABC transporter, ATP-binding protein 
Contig_2	PSPPH_0341	389644	388976	Cystine ABC tranporter, permease protein, putative 
Contig_2	PSPPH_0342	390438	389641	Cystine ABC transporter, periplasmic cystine binding protein 
Contig_2	PSPPH_0343	391656	390658	D-cysteine desulfhydrase 
Contig_2	PSPPH_0344	391854	392807	Serine O-acetyltransferase, putative 
Contig_2	PSPPH_0345	394092	392821	RNA polymerase sigma-70 family protein 
Contig_2	PSPPH_0346	394729	394196	Uncharacterized protein 
Contig_2	PSPPH_0347	396010	394835	Na(+)/H(+) antiporter NhaA 1 
Contig_2	PSPPH_0348	396658	396062	Uncharacterized protein 
Contig_2	PSPPH_0349	397404	396655	Histidine utilization repressor 
Contig_2	PSPPH_0350	397568	398932	Formiminoglutamate deiminase 
Contig_2	PSPPH_0351	399956	399378	Outer membrane lipoprotein Blc 
Contig_2	PSPPH_0352	400214	399960	Lipoprotein, putative 
Contig_2	PSPPH_0353	401465	400455	Fructose-1,6-bisphosphatase class 1 
Contig_2	PSPPH_0354	402964	401600	Uncharacterized protein 
Contig_2	PSPPH_0355	405660	402976	Membrane protein, putative 
Contig_2	PSPPH_0356	408483	406033	Phosphorylase 
Contig_2	PSPPH_0357	408764	409735	Proline iminopeptidase 
Contig_2	PSPPH_0358	409775	410212	D-tyrosyl-tRNA(Tyr) deacylase 
Contig_2	PSPPH_0359	410478	412406	Glucans biosynthesis protein G (Precursor) 
Contig_2	PSPPH_0360	412399	414981	Glucans biosynthesis glucosyltransferase H 
Contig_2	PSPPH_0361	415068	416021	Uncharacterized protein 
Contig_2	PSPPH_0362	417925	415982	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_0363	420044	418128	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_0364	420794	420135	Ribosomal RNA small subunit methyltransferase E 
Contig_2	PSPPH_0365	421639	420839	Sec-independent protein translocase protein TatC 
Contig_2	PSPPH_0366	422097	421636	Sec-independent protein translocase protein TatB 
Contig_2	PSPPH_0367	422377	422102	Sec-independent protein translocase protein TatA 
Contig_2	PSPPH_0368	422754	422422	Phosphoribosyl-ATP pyrophosphatase 
Contig_2	PSPPH_0369	423149	422757	Phosphoribosyl-AMP cyclohydrolase 
Contig_2	PSPPH_0370	424836	423217	Probable protein kinase UbiB 
Contig_2	PSPPH_0371	425456	424833	Uncharacterized protein 
Contig_2	PSPPH_0372	426226	425456	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE 
Contig_2	PSPPH_0373	426313	426648	Uncharacterized protein 
Contig_2	PSPPH_0374	426663	427220	Polyhydroxyalkanoate granule-associated protein PhaI 
Contig_2	PSPPH_0375	427231	428016	Polyhydroxyalkanoate granule-associated protein PhaF 
Contig_2	PSPPH_0376	428865	428251	Transcriptional regulator PhaD 
Contig_2	PSPPH_0377	430617	428932	Poly(3-hydroxyalkanoate) polymerase 
Contig_2	PSPPH_0378	431631	430774	Poly(3-hydroxyalkanoate) depolymerase 
Contig_2	PSPPH_0379	433374	431695	PHA-synthase 1 
Contig_2	PSPPH_0380	434107	433688	DUF971-like protein 
Contig_2	PSPPH_0381	435497	434160	ATP-dependent protease ATPase subunit HslU 
Contig_2	PSPPH_0382	436094	435564	ATP-dependent protease subunit HslV 
Contig_2	PSPPH_0383	437166	436471	Sporulation related repeat protein 
Contig_2	PSPPH_0384	438904	437168	Arginine--tRNA ligase 
Contig_2	PSPPH_0385	441221	439002	Primosomal protein N 
Contig_2	PSPPH_0386	441391	441612	50S ribosomal protein L31 
Contig_2	PSPPH_0387	441677	442396	Staphylococcal nuclease homologue 
Contig_2	PSPPH_0388	442416	443684	NADP-dependent malic enzyme 
Contig_2	PSPPH_0389	446733	444289	Penicillin-binding protein 
Contig_2	PSPPH_0390	446940	448004	Type IV pilus biogenesis protein PilM 
Contig_2	PSPPH_0391	448004	448603	Type IV pilus biogenesis protein PilN 
Contig_2	PSPPH_0392	448600	449223	Type IV pilus biogenesis protein PilO 
Contig_2	PSPPH_0393	449220	449747	Type IV pilus biogenesis protein PilP 
Contig_2	PSPPH_0394	449795	451900	Type IV pilus biogenesis protein PilQ 
Contig_2	PSPPH_0395	451905	452423	Shikimate kinase 
Contig_2	PSPPH_0396	452539	453642	3-dehydroquinate synthase 
Contig_2	PSPPH_0397	453653	455272	Uncharacterized protein 
Contig_2	PSPPH_0398	455633	460078	Glutamate synthase, large subunit 
Contig_2	PSPPH_0399	460094	460186	Lipoprotein, putative 
Contig_2	PSPPH_0400	460201	461619	Glutamate synthase, small subunit 
Contig_2	PSPPH_0401	461785	463329	Amidase family protein 
Contig_2	PSPPH_0402	463663	465354	Uncharacterized protein 
Contig_2	PSPPH_0403	465495	466874	Uncharacterized protein 
Contig_2	PSPPH_0404	467017	468081	Uroporphyrinogen decarboxylase 
Contig_2	PSPPH_0405	469617	468142	N-acyl-D-amino acid deacylase family protein 
Contig_2	PSPPH_0406	470481	469621	Transcriptional regulator, RpiR family 
Contig_2	PSPPH_0407	471831	470482	Gluconate transporter family protein 
Contig_2	PSPPH_0408	472778	472134	Uncharacterized protein 
Contig_2	PSPPH_0409	474040	472775	Uncharacterized protein 
Contig_2	PSPPH_0410	475374	474118	Major facilitator superfamily protein 
Contig_2	PSPPH_0411	475491	476384	Transcriptional regulator, LysR family 
Contig_2	PSPPH_0412	477766	476540	3-oxoacyl-(Acyl-carrier-protein) synthase II, putative 
Contig_2	PSPPH_0413	478494	477766	3-oxoacyl-(Acyl-carrier-protein) reductase, putative 
Contig_2	PSPPH_0414	478946	478491	Thioester dehydrase family protein 
Contig_2	PSPPH_0415	480139	478943	3-oxoacyl-(Acyl-carrier-protein) synthase 
Contig_2	PSPPH_0416	480618	480136	Lipoprotein, putative 
Contig_2	PSPPH_0417	481262	480615	Uncharacterized protein 
Contig_2	PSPPH_0418	482593	481346	FAD-binding protein 
Contig_2	PSPPH_0419	485011	482648	Membrane protein, putative 
Contig_2	PSPPH_0420	485609	484995	Uncharacterized protein 
Contig_2	PSPPH_0421	486031	485606	4-hydroxybenzoyl-CoA thioesterase domain protein 
Contig_2	PSPPH_0422	487568	486021	Phenylalanine ammonia-lyase/histidase family protein 
Contig_2	PSPPH_0423	488496	487549	Uncharacterized protein 
Contig_2	PSPPH_0424	489227	488493	Glycosyl transferase, group 2 family protein 
Contig_2	PSPPH_0425	490911	489220	AMP-binding enzyme family protein 
Contig_2	PSPPH_0426	491458	490913	Intracellular septation protein A, putative 
Contig_2	PSPPH_0427	491715	491455	Acyl carrier protein 
Contig_2	PSPPH_0428	491979	491719	Acyl carrier protein, putative 
Contig_2	PSPPH_0429	492766	491954	Acyltransferase family protein 
Contig_2	PSPPH_0430	493461	492742	Uncharacterized protein 
Contig_2	PSPPH_0431	493770	494549	ParA family protein 
Contig_2	PSPPH_0432	495163	494771	PAAR motif family 
Contig_2	PSPPH_0433	495426	497102	Malonate decarboxylase, alpha subunit 
Contig_2	PSPPH_0434	497102	497977	Probable 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase 
Contig_2	PSPPH_0435	497979	498278	Malonate decarboxylase acyl carrier protein 
Contig_2	PSPPH_0436	498271	499122	Malonate decarboxylase, beta subunit 
Contig_2	PSPPH_0437	499119	499919	Malonate decarboxylase, gamma subunit 
Contig_2	PSPPH_0438	499913	500551	Phosphoribosyl-dephospho-CoA transferase 
Contig_2	PSPPH_0439	500548	501483	Malonyl CoA-acyl carrier protein transacylase 
Contig_2	PSPPH_0440	501553	501981	Malonate transporter, MadL subunit 
Contig_2	PSPPH_0441	501983	502747	Malonate transporter, MadM subunit 
Contig_2	PSPPH_0442	503684	502758	Malonate utilization transcriptional regulator 
Contig_2	PSPPH_0443	503815	504453	Hemolysin III 
Contig_2	PSPPH_0444	505194	504475	Ribosomal RNA small subunit methyltransferase E 
Contig_2	PSPPH_0445	506743	505337	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase 
Contig_2	PSPPH_0446	506953	508812	Amine oxidase, flavin-containing 
Contig_2	PSPPH_0447	509169	509717	Cytochrome b561 family protein 
Contig_2	PSPPH_0448	509745	510323	UPF0312 protein N018_02190 
Contig_2	PSPPH_0449	512478	510601	ATP-dependent RNA helicase RhlE 
Contig_2	PSPPH_0450	513665	512790	Methylenetetrahydrofolate reductase 
Contig_2	PSPPH_0451	515237	513828	Adenosylhomocysteinase 
Contig_2	PSPPH_0452	515592	515987	4-hydroxybenzoyl-CoA thioesterase domain protein 
Contig_2	PSPPH_0453	516927	516142	Hydroxypyruvate isomerase 
Contig_2	PSPPH_0454	518407	516950	Gluconate transporter family protein 
Contig_2	PSPPH_0455	519181	518543	Class II aldolase/adducin domain protein 
Contig_2	PSPPH_0456	520470	519181	HopAN1 protein 
Contig_2	PSPPH_0457	521386	520481	3-hydroxyisobutyrate dehydrogenase family protein 
Contig_2	PSPPH_0458	522069	521614	Uncharacterized protein family (UPF0153) family 
Contig_2	PSPPH_0459	523452	522244	Aminotransferase, classes I and II 
Contig_2	PSPPH_0460	523790	525637	Dihydroxy-acid dehydratase 
Contig_2	PSPPH_0461	526030	525707	Uncharacterized protein 
Contig_2	PSPPH_0462	527254	526040	Oxygen-independent coproporphyrinogen III oxidase, putative 
Contig_2	PSPPH_0463	527844	527251	Non-canonical purine NTP pyrophosphatase 
Contig_2	PSPPH_0464	528498	527878	Methionine biosynthesis protein MetW 
Contig_2	PSPPH_0465	529645	528506	Homoserine O-acetyltransferase 
Contig_2	PSPPH_0466	530428	529838	YGGT family protein 
Contig_2	PSPPH_0467	531308	530454	Pyrroline-5-carboxylate reductase 
Contig_2	PSPPH_0468	531981	531295	Uncharacterized protein 
Contig_2	PSPPH_0469	532037	533071	Twitching motility protein 
Contig_2	PSPPH_0470	534044	533166	NLP/P60 family protein 
Contig_2	PSPPH_0471	534094	534498	TM2 domain-containing protein (Fragment) 
Contig_2	PSPPH_0472	536840	535569	Dihydroorotase 
Contig_2	PSPPH_0473	537841	536837	Aspartate carbamoyltransferase 
Contig_2	PSPPH_0474	538366	537854	Bifunctional protein PyrR 
Contig_2	PSPPH_0475	539049	538609	Putative Holliday junction resolvase 
Contig_2	PSPPH_0476	539621	539049	UPF0301 protein PLA107_06461 
Contig_2	PSPPH_0477	540590	539697	TonB domain protein 
Contig_2	PSPPH_0478	541715	540756	Glutathione synthetase 
Contig_2	PSPPH_0479	541960	542370	Type IV pilus response regulator PilG 
Contig_2	PSPPH_0480	542417	542782	Type IV pilus response regulator PilH 
Contig_2	PSPPH_0481	542797	543336	Type IV pilus biogenesis protein PilI 
Contig_2	PSPPH_0482	543385	545427	Type IV pilus biogenesis protein PilJ 
Contig_2	PSPPH_0483	545475	551435	Sensor histidine kinase/response regulator 
Contig_2	PSPPH_0484	551428	551898	CheW domain protein 
Contig_2	PSPPH_0485	553985	552522	UPF0061 protein PSPPH_0485 
Contig_2	PSPPH_0486	554789	554124	Transcriptional regulator, GntR family 
Contig_2	PSPPH_0487	555043	556275	Na+/proline, Na+/panthothenate symporter 
Contig_2	PSPPH_0488	556291	557055	UPF0271 protein PSPPH_0488 
Contig_2	PSPPH_0490	557865	559469	Allophanate hydrolase/urea amidolyase-related protein 
Contig_2	PSPPH_0491	559466	561199	Biotin carboxylase/biotin carboxyl carrier protein 
Contig_2	PSPPH_0492	564673	561269	Potassium efflux system protein KefA, putative 
Contig_2	PSPPH_0493	566493	564697	K(+)/H(+) antiporter NhaP2 
Contig_2	PSPPH_0494	566941	569586	Uncharacterized protein 
Contig_2	PSPPH_0495	571620	569608	Acyl-CoA dehydrogenase family protein 
Contig_2	PSPPH_0496	575590	571637	Bifunctional putA protein 
Contig_2	PSPPH_0497	575967	577526	Sodium/proline symporter 
Contig_2	PSPPH_0498	578296	577625	Alginate lyase 
Contig_2	PSPPH_0499	578611	580749	Response regulator/sensory box/GGDEF domain/EAL domain protein 
Contig_2	PSPPH_0500	580783	581307	Uncharacterized protein 
Contig_2	PSPPH_0501	581620	581324	Uncharacterized protein 
Contig_2	PSPPH_0502	582140	581682	Acetyltransferase, GNAT family 
Contig_2	PSPPH_0503	582368	583123	Bacterial extracellular solute-binding protein, family 3 
Contig_2	PSPPH_0504	585284	583086	Hypothetical membrane protein, TIGR01666 
Contig_2	PSPPH_0505	586638	585421	Uncharacterized protein 
Contig_2	PSPPH_0506	588215	586776	ATP-independent RNA helicase DbpA 
Contig_2	PSPPH_0507	590091	588454	Pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase 
Contig_2	PSPPH_0508	592879	590234	Pyruvate dehydrogenase E1 component 
Contig_2	PSPPH_0509	593264	596221	Glutamate-ammonia-ligase adenylyltransferase 
Contig_2	PSPPH_0510	596351	597385	ADP-heptose--LPS heptosyltransferase II 
Contig_2	PSPPH_0511	597388	598452	Lipopolysaccharide heptosyltransferase I 
Contig_2	PSPPH_0512	598452	599573	Lipopolysaccharide core biosynthesis protein RfaG 
Contig_2	PSPPH_0513	599573	600379	Lipopolysaccharide kinase RfaP 
Contig_2	PSPPH_0514	600379	601113	Lipopolysaccharide core biosynthesis protein, putative 
Contig_2	PSPPH_0515	601110	601889	Lipopolysaccharide biosynthesis protein, putative 
Contig_2	PSPPH_0516	601889	603334	Uncharacterized protein 
Contig_2	PSPPH_0517	608687	603345	Conserved domain protein 
Contig_2	PSPPH_0518	609282	608656	Uncharacterized protein 
Contig_2	PSPPH_0519	609740	611497	Carbamoyltransferase family protein 
Contig_2	PSPPH_0520	611481	612611	Glycosyl transferase, group 1 family protein 
Contig_2	PSPPH_0521	612611	613507	Mig-14 family protein 
Contig_2	PSPPH_0522	613474	614913	Uncharacterized protein 
Contig_2	PSPPH_0523	614944	615900	Uncharacterized protein 
Contig_2	PSPPH_0524	615935	616705	Uncharacterized protein 
Contig_2	PSPPH_0525	616695	617864	Membrane protein, putative 
Contig_2	PSPPH_0526	618592	617912	Toluene tolerance protein, putative 
Contig_2	PSPPH_0527	618657	620531	Lipid A export ATP-binding/permease protein MsbA 
Contig_2	PSPPH_0528	620659	622083	Bifunctional protein HldE 
Contig_2	PSPPH_0529	623087	622131	Uncharacterized protein 
Contig_2	PSPPH_0530	623933	623124	Oxidoreductase, aldo/keto reductase family 
Contig_2	PSPPH_0531	625111	623936	Oxidoreductase, FAD-binding 
Contig_2	PSPPH_0532	625492	625160	Transporter, small multidrug resistance (SMR) family 
Contig_2	PSPPH_0533	625562	626842	3-deoxy-D-manno-octulosonic-acid transferase 
Contig_2	PSPPH_0534	628380	626965	Outer membrane efflux protein TolC, putative 
Contig_2	PSPPH_0535	628826	630715	Phosphomethylpyrimidine synthase 
Contig_2	PSPPH_0536	630951	632069	Probable hydroxymethylpyrimidine transporter CytX 
Contig_2	PSPPH_0537	632079	632414	Putative hydroxymethylpyrimidine transporter 
Contig_2	PSPPH_0538	633129	632383	Lipoprotein, putative 
Contig_2	PSPPH_0539	633307	633954	Uncharacterized protein 
Contig_2	PSPPH_0540	633945	634397	Uncharacterized protein 
Contig_2	PSPPH_0541	634595	634969	Uncharacterized protein 
Contig_2	PSPPH_0542	635057	635863	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA 
Contig_2	PSPPH_0543	635952	636569	Uncharacterized protein 
Contig_2	PSPPH_0544	636646	638550	DNA topoisomerase 4 subunit B 
Contig_2	PSPPH_0545	638547	639524	Uncharacterized protein 
Contig_2	PSPPH_0546	639521	640054	Transporter BMEI1102 
Contig_2	PSPPH_0547	640065	642320	DNA topoisomerase 4 subunit A 
Contig_2	PSPPH_0548	642501	643199	Lipoprotein, putative 
Contig_2	PSPPH_0549	645185	643647	HAMP domain protein 
Contig_2	PSPPH_0550	645315	646529	Phosphoserine phosphatase SerB 
Contig_2	PSPPH_0551	648248	646596	Uncharacterized protein 
Contig_2	PSPPH_0552	650471	648639	Sulfurtransferase 
Contig_2	PSPPH_0553	652052	650517	Uncharacterized protein 
Contig_2	PSPPH_0554	652260	653111	Motility protein, MotA family 
Contig_2	PSPPH_0555	653115	654140	Motility protein, MotA family 
Contig_2	PSPPH_0556	655233	654202	Putative ribosome biogenesis GTPase RsgA 
Contig_2	PSPPH_0557	655342	655878	Oligoribonuclease 
Contig_2	PSPPH_0558	655975	656586	Membrane protein, putative 
Contig_2	PSPPH_0559	657952	656858	Epoxyqueuosine reductase 
Contig_2	PSPPH_0560	658016	659506	YjeF family protein 
Contig_2	PSPPH_0561	659515	659964	ATPase YjeE, predicted to have essential role in cell wall biosynthesis 
Contig_2	PSPPH_0562	659979	661397	N-acetylmuramoyl-L-alanine amidase, family 3 
Contig_2	PSPPH_0563	661394	663340	DNA mismatch repair protein MutL 
Contig_2	PSPPH_0564	663341	664312	tRNA dimethylallyltransferase 
Contig_2	PSPPH_0565	664404	664664	RNA-binding protein Hfq 
